环境装修的很古色古香的	1
动物玩偶做的很精致	1
是恰到好处的风度泳池很赞	0
长沙知名休闲会所	0
鸭血很新鲜	0
难得在北京能吃到口味还不错的江浙菜	0
煎的恰到好处	0
纳豆回味无穷	0
味道是一如既往的好	0
面疙瘩和切碎的牛肉薄片很香很入味	1
牛肉辣酱拌起来的饭配合恰到好处	1
店家生意超级好	0
团的双人套餐	0
盐糖恰到好处环境放松	1
装饰点缀的恰到好处	1
绵软土豆挺好吃哒	1
环境很好器材都很新	0
翅尖很嫩很入味	1
咖啡做的很棒	1
青柠脆皮鸡和冷面一如既往的好吃	1
进了店以后有种别有洞天的感觉	0
团购很实惠的	0
感觉上这个餐馆非常独特	1
美国一样的周日的时候人山人海	0
蔬菜拼盘很划算	0
肘子烤的不错的	0
甜味的很好吃很喜欢	0
花甲的味道不错	0
营养健康肠粉	0
按摩过后用热毛巾敷了一次	0
店里装修的是很古色古香的风格	1
味道协调得恰到好处	0
剪头发的技术水平忙高的	0
护理全程都很舒服	1
服务态度很好	0
炸猪排猪排厚	0
花生冰沙一如既往的好吃	0
锅巴恰到好处	0
好像身处一个明媚的阳光房	1
聚些伙伴热热闹闹的吃一番	0
住配有厕所的独立狗屋	1
绵绵冰口感细滑	0
紧挨着高桥红坊广场和高桥公园	0
卡每次设计的很好看	0
开饭餐厅素以出自六代粤菜餐饮世家着称	0
京东广场里新开的	0
猪肉大葱不错	0
冰美式不错	0
龙虾肉恰到好处	1
牡丹虾鲜滑弹牙	1
美容顾问相当负责认真	1
老坛酸菜鱼不错	0
鸡蛋卷很好吃	0
环境和服务很好	0
停车很方便	1
虎皮蛋糕还不错	0
团购很实惠	0
回味无穷的那种	0
建议天好来靠窗场景很赞	0
披萨要趁热吃	0
乌龙奶茶四季奶青	0
离鸟巢有点远的	0
拍摄的照片还不错	0
西贝莜面的生意一直很红火	0
汤很清淡还不错	1
烤出来很好吃调味牛肉很嫩	1
鱼头的味道真心不错	0
野菜时蔬拼盘可以	0
服务过程中有求必应	0
蒜末味道恰到好处	0
砂锅粥真的不错	0
烤串真的恰到好处	1
大拉皮酱拌得恰到好处	1
最爱的是牛舌	1
青柠酱绝对强推	0
刺身拼盘的北极贝不错	0
店家额外送了一份新口味凤爪	0
芥末恰到好处的辣配上虾的鲜	1
店家自助区的泡菜挺好吃的	1
丸久小山园是宇治市着名的茶园啦	0
蛙都被满满的青辣椒覆盖了	0
虾烤得恰到好处	1
位置明显好找非常正宗的川菜	1
粉恰到好处	1
面包好香呀	1
大山焖鸭口味独特	1
蒸凤爪蒸的恰到好处	1
环境还不错工作人员服务态度很好	0
硬件设施别具一格	0
装修环境相当别具一格	1
总体来说一家不错的餐厅	0
服务态度特别好	0
新开的英语早教机构	0
草莓汁恰到好处的中和了鹅肝的肥腻	1
装修很古色古香	1
音乐恰到好处	0
川菜做的很正宗啦	1
水不错环境很好	0
排骨很入味	1
松饼真的煎得恰到好处	1
人炒鸡的多	0
位置很好找	0
设备很先进	0
装修古色古香的很有特色	1
水果一如既往的新鲜好品质	1
东西一如既往地好吃	0
剪发烫发都很耐心	1
会所地处闹市中心	0
装修古色古香很有味道	1
最爱日式轻乳酪厚松饼	1
平锅串串很够味	1
口味蟹不错	0
鸡翅味道不错	0
菜式都是地道的台山特式菜	1
汤汁勾兑得恰到好处	1
新鲜的豆腐皮配上调好的蘸料相得益彰	1
鸭血豆腐锅里的鸭血和豆腐都超嫩	1
做完以后脸感觉特别清透	0
味道品质始终如一	0
河虾非常香	1
排队过程中有免费的冰淇淋可以吃	0
有三个干蒸房还不错了	0
西柚汁很浓很好喝	0
酸菜鱼很正	1
吃喝玩乐购物唱一条龙都很方便	0
瑜伽老师很有耐心	1
味道不错的私房菜	0
可想而知鸡肉调味有多浓	0
新开的餐厅	0
三文鱼好新鲜	1
留下了特别好的印象	0
虾滑不错的	0
冷面都挺好吃	0
做得很入味酥软本土人气餐馆	1
口味方面可圈可点	0
品种特别多	0
最爱胚芽奶茶	1
海鲜饭很入味	1
清炒虾仁火候恰到好处	1
好吃环境很好值得一去	0
气氛真的很好	0
奢侈的想来份早茶	0
团购价钱便宜	0
串串点了微辣	0
服务态度很好	0
态度非常好	0
鑫鑫浩浩特别认真尽心	1
类似于厚多士	0
座椅很宽对	0
有免费免费水果	0
软奶酥椰蓉	0
感觉能干完三碗米饭	0
减肥有很多实打实的好效果	1
团购很实惠	0
吃完后记得要停车券	0
化妆拍摄过程较迅捷	0
感觉特别好	0
黑毛肚和黄喉都是大片的	0
画的好认真好认真	1
早几年前去卓资县买过	0
换装过程都很不错	0
牛肉丸子实打实的好吃入味	1
小菜水准很高	0
年糕真好吃	1
海鲜挺新鲜的	0
推荐菜品味道不错	0
土豆沙拉真是做的恰到好处	1
拍摄效果出乎意料的好	0
