味道一如既往的好吃	0
东西一如既往的好	0
生日快到的前几天	0
鹅肝寿司是最爱	1
面包烤的恰到好处	1
新推出的节假日下午茶套餐	0
环境特别好	0
家庭聚餐很合适	1
音乐配合恰到好处	1
味道一如既往的好呢	0
卷曲的高度恰到好处	0
椰子冻好好吃	1
店里环境很好	0
味道好分量足	0
环境很好可以看到外面天台蓝天白云的	0
于阿姨很和蔼可亲	1
微辣已经把某同学辣懵	0
鸡汤还不错	0
剪发很认真	1
虾球十分嫩	1
口水鸡真的很不错	0
最爱的是他家的河内熟牛肉汤河粉	1
恰到好处流沙包	0
海鲜挑完后再加些饮料	0
糕点热门的点心	0
服务态度很好	0
一进门一股浓浓的羊蝎子味儿	0
感觉是很开心的	0
味道一如既往的好吃	0
明辉摄影师超级棒	1
据说是新的火车夜市	0
团的中式套餐	0
金牌海鲜旺	0
色香味综合的恰到好处	1
备忘录里画着红圈	0
火候恰到好处	0
菜品味道可圈可点	0
椰子饭和椰子冻不错	0
套餐很划算	1
要了中辣锅有点辣的	0
价格适中装修很好	1
印象一直很好	0
那个意大利的老板挺帅的喔	0
料很足实打实的炒饭	1
音响效果一如既往的好	0
味道不错的一家火锅店	0
美甲做的很细致	1
鲜味还在啫猪肠粉	0
茉莉雾清第一口的芝士奶盖感觉有点咸	0
醋溜木须太酸了	0
古色古香创意的新中式茶饮确实挺有特色的	1
米酒味道干甜	0
墨西哥菜的颜色丰富	0
羊肉串烤的恰到好处	1
冷面土豆泥不错	0
菜品很不错	0
总体感觉在般若世界里面不错的	0
鹅肝煎的恰到好处	1
咖啡很精致	1
步行街吃喝玩乐购物都很方便	1
装修风格古色古香的	0
雪花牛肉味道不错	0
位置很好找	0
恰到好处的口感	0
剧情设计很合理	0
寿喜锅的味道总体是偏甜的	0
龙虾可以多来几份	0
闷热的天气来一碗绿豆沙真的很爽	1
面筋塞肉肉馅很香	1
找到这家性价比很高的店	0
点心口味不错	0
传说中苏州粽子最好吃的	1
黑色面皮挺爽口	1
辣的恰到好处	0
拍照的地方非常暖和	1
鸡蛋煎得恰到好处	1
剪发手艺不错	0
味道说实话真的很不错	0
沙拉的味道挺好吃的	1
臭豆腐苏州这边做的都挺好吃	1
有新出的海贼王玩具	0
地址很容易找到	0
布置是简单西餐厅的风格	0
看样子是新近重新装修过得	0
水果都很新鲜	1
没想到出乎意料的好	0
鱼生都很新鲜	1
送的水饺味道不错	0
卤鸭腿很香	0
味道一如既往的好吃	0
环境超级好	0
音响效果很好	0
海鲜味道不错	0
白雪黑珍珠还不错	0
味道很不错滴	0
服务人员态度很好	0
先生爱吃第二个盒子里的蛋糕	0
炒饭小哥很可爱	0
菜品的用材装盘色彩搭配都很不错	0
人特别的多	0
清相册才看到张吃鱼的照片	0
甜点特别好	0
宝宝很欢乐	0
装修风格很温馨	1
房间里有个小的私人泳池	0
建议给蘸酱半筋半肉面不错的	0
整体搭配恰到好处	0
碗筷酒杯神马的摆得整整齐齐	0
面包的都不错	0
感觉性价比还不错	0
挑战了劲爆牛肉丸	0
看电影不错的选择	0
东北菜很正宗	1
提拉米苏不错	0
停车很方便	1
老牌的日料品牌维持一定水准的	0
怀念以前的一网打尽的河鲜大拼盘	0
一进店里看见琳琅满目的蛋糕很舒服	1
重点是鸡翅甜甜辣辣的	0
一家很独特的咖啡店	1
精彩点是那个纸火锅	0
鸡肉一如既往很嫩	1
波波老师人十分好	0
海鲜肯定是很新鲜了	1
打出了来成都必吃的火锅	0
鸡汤超美味	1
菜品卖相很不错	0
好安静的电影院	0
咸酥烧饼真的是特别酥	0
服务态度特别好	0
生菜很新鲜很爽脆	1
海鲜很新鲜	1
油炸的恰到好处	0
店内有定食套餐	0
抹茶味挺浓郁的	1
鹅肝煎的火候恰到好处	1
店家的服务态度特别的好	0
表示面一如既往地好吃	0
披萨烤的恰到好处	1
芦笋味道还不错	0
店里的美女态度一如既往的好	0
位置很好找	0
墨鱼肠不错	0
味道一如既往的好	0
效果很明显	0
调料非常好吃呀	0
淡奶油的蛋糕不错	0
培根煎得恰到好处	1
甜面酱和面皮都恰到好处	1
虫草花不错	0
味道很不错	0
标准的泰式餐厅	0
食品却是一如既往的好	0
芥末恰到好处	0
乌镇过年的气氛慢慢浓烈起来	0
免费水果圣女果	0
煲仔饭的饭焦很香脆	1
白色和桃红色拍照很高大上	1
服务态度是真的好	0
头发剪的很好	0
甜品卖相不错	0
自驾爨底下绝对最好的落脚处	1
店内装修的都很用心	1
一如既往的鲜美甜玉米炒鸡好吃	0
点缀的香菜和辣椒恰到好处	1
生意非常的好啊	0
服务真的好到没话说	0
热气羊肉新鲜好吃	1
虾滑牛羊肉很嫩	1
尾虾恰到好处	1
注意事项讲解很清晰	0
店面装修不错	0
味道一如既往的好	0
看了这家在男装胸衬处理上手工恰到好处	1
生意很不错	0
薄底的披萨	0
薯条送来的时候有点软掉了	0
是真三文鱼	0
摆放的整整齐齐	0
感觉都是广州数一数二的好	0
汤底超级棒	1
鱼翅挺好吃的	0
乳鸽有点冷	0
厦门必吃的老字号之一了	0
包外面有啲烟韧嘅咬口	0
店内装修的很气派豪华干净利落	1
喝的最多哈	0
大酱汤很正宗	1
可以多吃萝卜	0
应为最爱成都	0
有很大的沙发和座椅	0
饼皮油的恰到好处	1
口味一如既往的好	0
穴位找的很准	0
咖啡和小食质量都还不错	0
可以免费停车	0
汤好喝很入味	1
一家开业很久的美食城了	0
调制的很好吃	0
龙虾挺新鲜的	1
味道真心不错	0
烤鸭还不错	0
朋友吃的很开心	0
店面装修的很干净利落	1
金花菜超级新鲜	1
味道一如既往的好	0
色拉与火锅底料	0
西宁烩菜不错	0
服务态度很好	0
感慨神田川终于开始扩张了	0
牛肉烤的恰到好处	1
芋圆口感不错	0
麻辣牛肉挺好吃	1
店里一如既往的人多	0
装修还不错	0
价位高的日料店	0
泡崖子好像数羊汤最出名最多	0
感觉很自然	0
沙拉酱不错	0
火锅畅享其中	0
进门的水雾别具一格啊	0
香草冰淇淋上的薄荷叶恰到好处	1
肥牛口感不错	0
酸奶冰的口感非常纯净	1
装修挺别具一格的	1
鸿坤和乐家三个商业网点交互在一起	0
开心酸菜很好吃	1
芝士蛋糕口味不错	0
动物园很好玩	1
拌饭好好吃	1
蛋炒饭是个小插曲	0
连里面的炸猪扒都一摸一样	0
凉皮弹有力的	0
可免费得到两个蛋挞	0
尝试一下绍兴菜这家是不错的选择	0
大宁公园规划的不错的	0
菜品的味道依然不错环境一如既往的好	0
鸡排一如既往的很嫩	1
吃快餐配一个沙拉最好了	1
咖啡还不错	0
水果特别新鲜	1
臭鳜鱼很嫩	1
马兰头烧卖一如既往的好吃	0
牛肉是主打很新鲜的	1
能看见很多红鲤鱼在悠闲的逛着	1
仙草真的超好吃	0
店铺装修很有品味	1
辣椒都酥的恰到好处	1
海鲜种类多	0
面条很入味哟	1
培根还不错	0
芋圆发的不错随便吃吃不错	0
主食烧饼不错	0
海鲜蒸的时间恰到好处	1
味道适中香辣蟹的味道那么好	1
古色古香很有情调的一家店	1
辣度恰到好处	0
山西人的热情好客体现得淋漓尽致	1
加上超多滑嫩的鸡肉	0
青芥生腌虾	0
酸甜的果酱搭配牛奶冰淇淋	0
冰激凌是软的冰激凌	0
炸鸡是吃过的最好吃的	1
小吃类算是不错的了	0
做些小点心	0
可以仰视深圳第一高	0
红油抄手不错	0
寿司都不错	0
鱼皮烤的很脆	1
寿司好好吃的	1
做为最新颖的烧烤方式	0
凉拌花生和大拌菜都不错	0
味道一如既往的好吃	0
沙拉浓度恰到好处	1
金枪鱼沙拉芥末和油醋汁搭配的恰到好处	1
清江鱼挺新鲜	0
是团的美团上的套餐	0
嫩牛肉非常的嫩	1
六和神鱼味道不错	0
香菇肉大馄饨出乎意料的好吃	1
音乐是转的太快	0
自制酸奶不错哟	0
黄蚬子非常嫩非常鲜非常肥美	1
灯光恰到好处	0
辣炒土豆丝味道不错	0
店里的特色饮料香奈儿饮料颜色十分好看	0
服务超级好	0
辣的恰到好处	1
流沙包味道不错	0
糍粑还不错	0
青柠乌梅饮料	0
烤的厚切牛舌恰到好处	1
拍照真的很美	1
泰国最出名的米饭当是芒果糯米饭	0
汉堡味道还不错	0
店内环境装修的不错	0
红烧酱油恰到好处	0
有负责的小天老板	0
买了黄八仙和黑八仙	0
染的效果非常好	0
有免费停车位	0
水果茶的卖相特别棒	1
服务不错看到小龙虾的那一刻	0
服务超级好	0
健康有营养真是一举两得	0
总体来说很好	0
口味很杂的一顿饭	0
小龙虾腥味略重	0
先生的最爱	0
改选黑石斑鱼和波士顿龙虾	0
旅途的劳顿一扫而空	0
同事点的芒果班戟和杏仁炖蛋白不错	0
听说很好吃	0
裸钻可选多	0
味道非常好	0
海鲜挺新鲜的	0
味道一如既往的好	0
味道一如既往的好	0
棍棍面还不错	0
有一种高端的妈妈的味道的赶脚	1
印度飞饼还不错	0
泡菜很入味的	1
地方很好找	0
芒果宝宝真的超可爱	1
去烟台的旅途异常艰辛	0
陆家嘴新开的店	0
味道一如既往地好吃	0
婚纱很干净	1
机关设计的提示很清晰的	0
服装选择多	0
鸡肉和猪肚煮到恰到好处的软硬程度	1
服务态度很好还免费检测了一下皮肤	0
水煮鱼味道好	1
面的味道很不错	0
一进门一面照片墙很显眼	0
味道始终如一	0
味道一如既往的好	0
总体很不错的	0
摆盘餐具都很赏心悦目	1
去里面只叫一壶茶不错哦	0
蛋糕上面一圈哈蜜瓜球非常新鲜	1
五花肉非常新鲜	1
量足还便宜	0
酸黄瓜解腻不错干炒牛河看不少人推荐	1
海鲜菌菇丸子量都较少	0
豆浆油条是平常口味	0
香辣味恰到好处	1
不错的一次团购	0
装修很古色古香	1
服务态度很好	0
冷串味道固定的	0
去各个景点都很方便	1
红红火火的装饰让人感觉很喜庆	1
几只猫过于凶猛	0
海蛎子很肥美新鲜	1
蒸排骨等都不错	0
类似于自助餐	0
服务态度很好	0
洗发小妹洗得很认真	1
门庭若市的热闹程度	0
带南方朋友品尝一下鲁菜不错	0
煎饺的甜辣酱恰到好处	1
护理师手法很干净利落	1
服务态度很好	0
位置很好找	0
汤底鲜味十足	1
吃的着急忘了拍照了	0
主打的油焖大虾和油焖大闸蟹都很是入味	1
烘焙的恰到好处	1
味道一如既往的好	0
服务有求必应	0
发现煲类的东西都是不错的选择哦	0
有吃甜品有点菜	0
口味一如既往的不错	0
装修特色有传统的江南庭院的古色古香	1
味道一如既往的好	0
面包的搭配恰到好处	1
古色古香的装修让人感觉很舒服	1
难得喝纯的茶	0
牛肉三分熟恰到好处	1
芥末放的恰到好处	1
汗蒸一样舒服	0
减肥效果最好的一种	1
感觉很好吃	0
我家早产儿特别难带	0
游客能较分散地泡温泉	0
拿着托盘挤过来上新一批批现烤面包	0
麻椒鸡翅真的很棒	1
堂食外卖都不错	0
牛筋炖的恰到好处	1
鸡肉恰到好处	1
蛋糕松软有点	0
点缀的恰到好处	0
炒饭挺好吃	0
粉粉的环境很可爱	1
冰沙倒入咖啡后有种雪山融化的感觉	0
红柳肉串最爱	1
来到了南宁的网红点心店	0
放四桌后依然很大空间	0
珍珠挂帘的感觉非常好	0
位置很好找	0
工作日的中午生意很好	0
谢小姐负责蛋糕装裱及日常	0
环境一如既往地好	0
店内各色琳琅满目的巧克力非常诱人	1
夏天真棒雪冰的蓝莓和芒果都很好吃	0
牛肉好新鲜	1
蒸出原汁原味	0
经开区果然发达	0
位子之间很宽	0
重庆小面快餐人均消费	0
一家以做排骨出名的店铺	1
鸡肉非常鲜美	1
烤鱼口味很棒	1
鱼做的很干净	0
古色古香的地铁站装饰的很不错	1
花甲的鲜加上微量芥末提味	0
猪排的裹粉恰到好处	1
床趴久了有点咯着	0
威斯汀的泳池真的多	0
鱼片嫩嫩的恰到好处	1
纯鸡排是四十台币一份	0
跑跑乐园不错	0
结果微辣到后期都有点辣	0
垃圾桶还不错	0
刺身中拼不错	0
招牌金丝排骨太肥	0
口语能力得到了很大得提升	0
